items	num_genomes_gene_cluster_has_hits	num_genes_in_gene_cluster	max_num_paralogs
GC_00006436	1	1	1
GC_00006437	1	1	1
GC_00006438	1	1	1
GC_00006439	1	1	1
GC_00006440	1	1	1
GC_00006441	1	1	1
GC_00006442	1	1	1
GC_00006443	1	1	1
GC_00006444	1	1	1
GC_00006445	1	1	1
GC_00006446	1	1	1
GC_00006447	1	1	1
GC_00006448	1	1	1
GC_00006449	1	1	1
GC_00006450	1	1	1
GC_00006451	1	1	1
GC_00006452	1	1	1
GC_00006453	1	1	1
GC_00006454	1	1	1
GC_00006455	1	1	1
GC_00006456	1	1	1
GC_00006457	1	1	1
GC_00006458	1	1	1
GC_00006459	1	1	1
GC_00006460	1	1	1
GC_00006461	1	1	1
GC_00006462	1	1	1
GC_00006463	1	1	1
GC_00006464	1	1	1
GC_00006465	1	1	1
GC_00006466	1	1	1
GC_00006467	1	1	1
GC_00006468	1	1	1
GC_00006469	1	1	1
GC_00006470	1	1	1
GC_00006471	1	1	1
GC_00006472	1	1	1
GC_00006473	1	1	1
GC_00006474	1	1	1
GC_00006475	1	1	1
GC_00006476	1	1	1
GC_00006477	1	1	1
GC_00006478	1	1	1
GC_00006479	1	1	1
GC_00006480	1	1	1
GC_00006481	1	1	1
GC_00006482	1	1	1
GC_00006483	1	1	1
GC_00006484	1	1	1
GC_00006485	1	1	1
GC_00006486	1	1	1
GC_00006487	1	1	1
GC_00006488	1	1	1
GC_00006489	1	1	1
GC_00006490	1	1	1
GC_00006491	1	1	1
GC_00006492	1	1	1
GC_00006493	1	1	1
GC_00006494	1	1	1
GC_00006495	1	1	1
GC_00006496	1	1	1
GC_00006497	1	1	1
GC_00006498	1	1	1
GC_00006499	1	1	1
GC_00006500	1	1	1
GC_00006501	1	1	1
GC_00006502	1	1	1
GC_00006503	1	1	1
GC_00006504	1	1	1
GC_00006505	1	1	1
GC_00006506	1	1	1
GC_00006507	1	1	1
GC_00006508	1	1	1
GC_00006509	1	1	1
GC_00006510	1	1	1
GC_00006511	1	1	1
GC_00006512	1	1	1
GC_00006513	1	1	1
GC_00006514	1	1	1
GC_00006515	1	1	1
GC_00006516	1	1	1
GC_00006517	1	1	1
GC_00006518	1	1	1
GC_00006519	1	1	1
GC_00006520	1	1	1
GC_00006521	1	1	1
GC_00006522	1	1	1
GC_00006523	1	1	1
GC_00006524	1	1	1
GC_00006525	1	1	1
GC_00006526	1	1	1
GC_00006527	1	1	1
GC_00006528	1	1	1
GC_00006529	1	1	1
GC_00006530	1	1	1
GC_00006531	1	1	1
GC_00006532	1	1	1
GC_00006533	1	1	1
GC_00006534	1	1	1
GC_00006535	1	1	1
GC_00006536	1	1	1
GC_00006537	1	1	1
GC_00006538	1	1	1
GC_00006539	1	1	1
GC_00006540	1	1	1
GC_00006541	1	1	1
GC_00006542	1	1	1
GC_00006543	1	1	1
GC_00006544	1	1	1
GC_00006545	1	1	1
GC_00006546	1	1	1
GC_00006547	1	1	1
GC_00006548	1	1	1
GC_00006549	1	1	1
GC_00006550	1	1	1
GC_00006551	1	1	1
GC_00006552	1	1	1
GC_00006553	1	1	1
GC_00006554	1	1	1
GC_00006555	1	1	1
GC_00006556	1	1	1
GC_00006557	1	1	1
GC_00006558	1	1	1
GC_00006559	1	1	1
GC_00006560	1	1	1
GC_00006561	1	1	1
GC_00006562	1	1	1
GC_00006563	1	1	1
GC_00006564	1	1	1
GC_00006565	1	1	1
GC_00006566	1	1	1
GC_00006567	1	1	1
GC_00006568	1	1	1
GC_00006569	1	1	1
GC_00006570	1	1	1
GC_00006571	1	1	1
GC_00006572	1	1	1
GC_00006573	1	1	1
GC_00006574	1	1	1
GC_00006575	1	1	1
GC_00006576	1	1	1
GC_00006577	1	1	1
GC_00006578	1	1	1
GC_00006579	1	1	1
GC_00006580	1	1	1
GC_00006581	1	1	1
GC_00006582	1	1	1
GC_00006583	1	1	1
GC_00006584	1	1	1
GC_00006585	1	1	1
GC_00006586	1	1	1
GC_00006587	1	1	1
GC_00006588	1	1	1
GC_00006589	1	1	1
GC_00006590	1	1	1
GC_00006591	1	1	1
GC_00006592	1	1	1
GC_00006593	1	1	1
GC_00006594	1	1	1
GC_00006595	1	1	1
GC_00006596	1	1	1
GC_00006597	1	1	1
GC_00006598	1	1	1
GC_00006599	1	1	1
GC_00006600	1	1	1
GC_00006601	1	1	1
GC_00006602	1	1	1
GC_00006603	1	1	1
GC_00006604	1	1	1
GC_00006605	1	1	1
GC_00006606	1	1	1
GC_00006607	1	1	1
GC_00006608	1	1	1
GC_00006609	1	1	1
GC_00006610	1	1	1
GC_00006611	1	1	1
GC_00006612	1	1	1
GC_00006613	1	1	1
GC_00006614	1	1	1
GC_00006615	1	1	1
GC_00006616	1	1	1
GC_00006617	1	1	1
GC_00006618	1	1	1
GC_00006619	1	1	1
GC_00006620	1	1	1
GC_00006621	1	1	1
GC_00006622	1	1	1
GC_00006623	1	1	1
GC_00006624	1	1	1
GC_00006625	1	1	1
GC_00006626	1	1	1
GC_00006627	1	1	1
GC_00006628	1	1	1
GC_00006629	1	1	1
GC_00006630	1	1	1
GC_00006631	1	1	1
GC_00006632	1	1	1
GC_00006633	1	1	1
GC_00006634	1	1	1
GC_00006635	1	1	1
GC_00006636	1	1	1
GC_00006637	1	1	1
GC_00006638	1	1	1
GC_00006639	1	1	1
GC_00006640	1	1	1
GC_00006641	1	1	1
GC_00006642	1	1	1
GC_00006643	1	1	1
GC_00006644	1	1	1
GC_00006645	1	1	1
GC_00006646	1	1	1
GC_00006647	1	1	1
GC_00006648	1	1	1
GC_00006649	1	1	1
GC_00006650	1	1	1
GC_00006651	1	1	1
GC_00006652	1	1	1
GC_00006653	1	1	1
GC_00006654	1	1	1
GC_00006655	1	1	1
GC_00006656	1	1	1
GC_00006657	1	1	1
GC_00006658	1	1	1
GC_00006659	1	1	1
GC_00006660	1	1	1
GC_00006661	1	1	1
GC_00006662	1	1	1
GC_00006663	1	1	1
GC_00006664	1	1	1
GC_00006665	1	1	1
GC_00006666	1	1	1
GC_00006667	1	1	1
GC_00006668	1	1	1
GC_00006669	1	1	1
GC_00006670	1	1	1
GC_00006671	1	1	1
GC_00006672	1	1	1
GC_00006673	1	1	1
GC_00006674	1	1	1
GC_00006675	1	1	1
GC_00006676	1	1	1
GC_00006677	1	1	1
GC_00006678	1	1	1
GC_00006679	1	1	1
GC_00006680	1	1	1
GC_00006681	1	1	1
GC_00006682	1	1	1
GC_00006683	1	1	1
GC_00006684	1	1	1
GC_00006685	1	1	1
GC_00006686	1	1	1
GC_00006687	1	1	1
GC_00006688	1	1	1
GC_00006689	1	1	1
GC_00006690	1	1	1
GC_00006691	1	1	1
GC_00006692	1	1	1
GC_00006693	1	1	1
GC_00006694	1	1	1
GC_00006695	1	1	1
GC_00006696	1	1	1
GC_00006697	1	1	1
GC_00006698	1	1	1
GC_00006699	1	1	1
GC_00006700	1	1	1
GC_00006701	1	1	1
GC_00006702	1	1	1
GC_00006703	1	1	1
GC_00006704	1	1	1
GC_00006705	1	1	1
GC_00006706	1	1	1
GC_00006707	1	1	1
GC_00006708	1	1	1
GC_00006709	1	1	1
GC_00006710	1	1	1
GC_00006711	1	1	1
GC_00006712	1	1	1
GC_00006713	1	1	1
GC_00006714	1	1	1
GC_00006715	1	1	1
GC_00006716	1	1	1
GC_00006717	1	1	1
GC_00006718	1	1	1
GC_00006719	1	1	1
GC_00006720	1	1	1
GC_00006721	1	1	1
GC_00006722	1	1	1
GC_00006723	1	1	1
GC_00006724	1	1	1
GC_00006725	1	1	1
GC_00006726	1	1	1
GC_00006727	1	1	1
GC_00006728	1	1	1
GC_00006729	1	1	1
GC_00006730	1	1	1
GC_00006731	1	1	1
GC_00006732	1	1	1
GC_00006733	1	1	1
GC_00006734	1	1	1
GC_00006735	1	1	1
GC_00006736	1	1	1
GC_00006737	1	1	1
GC_00006738	1	1	1
GC_00006739	1	1	1
GC_00006740	1	1	1
GC_00006741	1	1	1
GC_00006742	1	1	1
GC_00006743	1	1	1
GC_00006744	1	1	1
GC_00006745	1	1	1
GC_00006746	1	1	1
GC_00006747	1	1	1
GC_00006748	1	1	1
GC_00006749	1	1	1
GC_00006750	1	1	1
GC_00006751	1	1	1
GC_00006752	1	1	1
GC_00006753	1	1	1
GC_00006754	1	1	1
GC_00006755	1	1	1
GC_00006756	1	1	1
GC_00006757	1	1	1
GC_00006758	1	1	1
GC_00006759	1	1	1
GC_00006760	1	1	1
GC_00006761	1	1	1
GC_00006762	1	1	1
GC_00006763	1	1	1
GC_00006764	1	1	1
GC_00006765	1	1	1
GC_00006766	1	1	1
GC_00006767	1	1	1
GC_00006768	1	1	1
GC_00006769	1	1	1
GC_00006770	1	1	1
GC_00006771	1	1	1
GC_00006772	1	1	1
GC_00006773	1	1	1
GC_00006774	1	1	1
GC_00006775	1	1	1
GC_00006776	1	1	1
GC_00006777	1	1	1
GC_00006778	1	1	1
GC_00006779	1	1	1
GC_00006780	1	1	1
GC_00006781	1	1	1
GC_00006782	1	1	1
GC_00006783	1	1	1
GC_00006784	1	1	1
GC_00006785	1	1	1
GC_00006786	1	1	1
GC_00006787	1	1	1
GC_00006788	1	1	1
GC_00006789	1	1	1
GC_00006790	1	1	1
GC_00006791	1	1	1
GC_00006792	1	1	1
GC_00006793	1	1	1
GC_00006794	1	1	1
GC_00006795	1	1	1
GC_00006796	1	1	1
GC_00006797	1	1	1
GC_00006798	1	1	1
GC_00006799	1	1	1
GC_00006800	1	1	1
GC_00006801	1	1	1
GC_00006802	1	1	1
GC_00006803	1	1	1
GC_00006804	1	1	1
GC_00006805	1	1	1
GC_00006806	1	1	1
GC_00006807	1	1	1
GC_00006808	1	1	1
GC_00006809	1	1	1
GC_00006810	1	1	1
GC_00006811	1	1	1
GC_00006812	1	1	1
GC_00006813	1	1	1
GC_00006814	1	1	1
GC_00006815	1	1	1
GC_00006816	1	1	1
GC_00006817	1	1	1
GC_00006818	1	1	1
GC_00006819	1	1	1
GC_00006820	1	1	1
GC_00006821	1	1	1
GC_00006822	1	1	1
GC_00006823	1	1	1
GC_00006824	1	1	1
GC_00006825	1	1	1
GC_00006826	1	1	1
GC_00006827	1	1	1
GC_00006828	1	1	1
GC_00006829	1	1	1
GC_00006830	1	1	1
GC_00006831	1	1	1
GC_00006832	1	1	1
GC_00006833	1	1	1
GC_00006834	1	1	1
GC_00006835	1	1	1
GC_00006836	1	1	1
GC_00006837	1	1	1
GC_00006838	1	1	1
GC_00006839	1	1	1
GC_00006840	1	1	1
GC_00006841	1	1	1
GC_00006842	1	1	1
GC_00006843	1	1	1
GC_00006844	1	1	1
GC_00006845	1	1	1
GC_00006846	1	1	1
GC_00006847	1	1	1
GC_00006848	1	1	1
GC_00006849	1	1	1
GC_00006850	1	1	1
GC_00006851	1	1	1
GC_00006852	1	1	1
GC_00006853	1	1	1
GC_00006854	1	1	1
GC_00006855	1	1	1
GC_00006856	1	1	1
GC_00006857	1	1	1
GC_00006858	1	1	1
GC_00006859	1	1	1
GC_00006860	1	1	1
GC_00006861	1	1	1
GC_00006862	1	1	1
GC_00006863	1	1	1
GC_00006864	1	1	1
GC_00006865	1	1	1
GC_00006866	1	1	1
GC_00006867	1	1	1
GC_00006868	1	1	1
GC_00006869	1	1	1
GC_00006870	1	1	1
GC_00006871	1	1	1
GC_00006872	1	1	1
GC_00006873	1	1	1
GC_00006874	1	1	1
GC_00006875	1	1	1
GC_00006876	1	1	1
GC_00006877	1	1	1
GC_00006878	1	1	1
GC_00006879	1	1	1
GC_00006880	1	1	1
GC_00006881	1	1	1
GC_00006882	1	1	1
GC_00006883	1	1	1
GC_00006884	1	1	1
GC_00006885	1	1	1
GC_00006886	1	1	1
GC_00006887	1	1	1
GC_00006888	1	1	1
GC_00006889	1	1	1
GC_00006890	1	1	1
GC_00006891	1	1	1
GC_00006892	1	1	1
GC_00006893	1	1	1
GC_00006894	1	1	1
GC_00006895	1	1	1
GC_00006896	1	1	1
GC_00006897	1	1	1
GC_00006898	1	1	1
GC_00006899	1	1	1
GC_00006900	1	1	1
GC_00006901	1	1	1
GC_00006902	1	1	1
GC_00006903	1	1	1
GC_00006904	1	1	1
GC_00006905	1	1	1
GC_00006906	1	1	1
GC_00006907	1	1	1
GC_00006908	1	1	1
GC_00006909	1	1	1
GC_00006910	1	1	1
GC_00006911	1	1	1
GC_00006912	1	1	1
GC_00006913	1	1	1
GC_00006914	1	1	1
GC_00006915	1	1	1
GC_00006916	1	1	1
GC_00006917	1	1	1
GC_00006918	1	1	1
GC_00006919	1	1	1
GC_00006920	1	1	1
GC_00006921	1	1	1
GC_00006922	1	1	1
GC_00006923	1	1	1
GC_00006924	1	1	1
GC_00006925	1	1	1
GC_00006926	1	1	1
GC_00006927	1	1	1
GC_00006928	1	1	1
GC_00006929	1	1	1
GC_00006930	1	1	1
GC_00006931	1	1	1
GC_00006932	1	1	1
GC_00006933	1	1	1
GC_00006934	1	1	1
GC_00006935	1	1	1
GC_00006936	1	1	1
GC_00006937	1	1	1
GC_00006938	1	1	1
GC_00006939	1	1	1
GC_00006940	1	1	1
GC_00006941	1	1	1
GC_00006942	1	1	1
GC_00006943	1	1	1
GC_00006944	1	1	1
GC_00006945	1	1	1
GC_00006946	1	1	1
GC_00006947	1	1	1
GC_00006948	1	1	1
GC_00006949	1	1	1
GC_00006950	1	1	1
GC_00006951	1	1	1
GC_00006952	1	1	1
GC_00006953	1	1	1
GC_00006954	1	1	1
GC_00006955	1	1	1
GC_00006956	1	1	1
GC_00006957	1	1	1
GC_00006958	1	1	1
GC_00006959	1	1	1
GC_00006960	1	1	1
GC_00006961	1	1	1
GC_00006962	1	1	1
GC_00006963	1	1	1
GC_00006964	1	1	1
GC_00006965	1	1	1
GC_00006966	1	1	1
GC_00006967	1	1	1
GC_00006968	1	1	1
GC_00006969	1	1	1
GC_00006970	1	1	1
GC_00006971	1	1	1
GC_00006972	1	1	1
GC_00006973	1	1	1
GC_00006974	1	1	1
GC_00006975	1	1	1
GC_00006976	1	1	1
GC_00006977	1	1	1
GC_00006978	1	1	1
GC_00006979	1	1	1
GC_00006980	1	1	1
GC_00006981	1	1	1
GC_00006982	1	1	1
GC_00006983	1	1	1
GC_00006984	1	1	1
GC_00006985	1	1	1
GC_00006986	1	1	1
GC_00006987	1	1	1
GC_00006988	1	1	1
GC_00006989	1	1	1
GC_00006990	1	1	1
GC_00006991	1	1	1
GC_00006992	1	1	1
GC_00006993	1	1	1
GC_00006994	1	1	1
GC_00006995	1	1	1
GC_00006996	1	1	1
GC_00006997	1	1	1
GC_00006998	1	1	1
GC_00006999	1	1	1
GC_00007000	1	1	1
GC_00007001	1	1	1
GC_00007002	1	1	1
GC_00007003	1	1	1
GC_00007004	1	1	1
GC_00007005	1	1	1
GC_00007006	1	1	1
GC_00007007	1	1	1
GC_00007008	1	1	1
GC_00007009	1	1	1
GC_00007010	1	1	1
GC_00007011	1	1	1
GC_00007012	1	1	1
GC_00007013	1	1	1
GC_00007014	1	1	1
GC_00007015	1	1	1
GC_00007016	1	1	1
GC_00007017	1	1	1
GC_00007018	1	1	1
GC_00007019	1	1	1
GC_00007020	1	1	1
GC_00007021	1	1	1
GC_00007022	1	1	1
GC_00007023	1	1	1
GC_00007024	1	1	1
GC_00007025	1	1	1
GC_00007026	1	1	1
GC_00007027	1	1	1
GC_00007028	1	1	1
GC_00007029	1	1	1
GC_00007030	1	1	1
GC_00007031	1	1	1
GC_00007032	1	1	1
GC_00007033	1	1	1
GC_00007034	1	1	1
GC_00007035	1	1	1
GC_00007036	1	1	1
GC_00007037	1	1	1
GC_00007038	1	1	1
GC_00007039	1	1	1
GC_00007040	1	1	1
GC_00007041	1	1	1
GC_00007042	1	1	1
GC_00007043	1	1	1
GC_00007044	1	1	1
GC_00007045	1	1	1
GC_00007046	1	1	1
GC_00007047	1	1	1
GC_00007048	1	1	1
GC_00007049	1	1	1
GC_00007050	1	1	1
GC_00007051	1	1	1
GC_00007052	1	1	1
GC_00007053	1	1	1
GC_00007054	1	1	1
GC_00007055	1	1	1
GC_00007056	1	1	1
GC_00007057	1	1	1
GC_00007058	1	1	1
GC_00007059	1	1	1
GC_00007060	1	1	1
GC_00007061	1	1	1
GC_00007062	1	1	1
GC_00007063	1	1	1
GC_00007064	1	1	1
GC_00007065	1	1	1
GC_00007066	1	1	1
GC_00007067	1	1	1
GC_00007068	1	1	1
GC_00007069	1	1	1
GC_00007070	1	1	1
GC_00007071	1	1	1
GC_00007072	1	1	1
GC_00007073	1	1	1
GC_00007074	1	1	1
GC_00007075	1	1	1
GC_00007076	1	1	1
GC_00007077	1	1	1
GC_00007078	1	1	1
GC_00007079	1	1	1
GC_00007080	1	1	1
GC_00007081	1	1	1
GC_00007082	1	1	1
GC_00007083	1	1	1
GC_00007084	1	1	1
GC_00007085	1	1	1
GC_00007086	1	1	1
GC_00007087	1	1	1
GC_00007088	1	1	1
GC_00007089	1	1	1
GC_00007090	1	1	1
GC_00007091	1	1	1
GC_00007092	1	1	1
GC_00007093	1	1	1
GC_00007094	1	1	1
GC_00007095	1	1	1
GC_00007096	1	1	1
GC_00007097	1	1	1
GC_00007098	1	1	1
GC_00007099	1	1	1
GC_00007100	1	1	1
GC_00007101	1	1	1
GC_00007102	1	1	1
GC_00007103	1	1	1
GC_00007104	1	1	1
GC_00007105	1	1	1
GC_00007106	1	1	1
GC_00007107	1	1	1
GC_00007108	1	1	1
GC_00007109	1	1	1
GC_00007110	1	1	1
GC_00007111	1	1	1
GC_00007112	1	1	1
GC_00007113	1	1	1
GC_00007114	1	1	1
GC_00007115	1	1	1
GC_00007116	1	1	1
GC_00007117	1	1	1
GC_00007118	1	1	1
GC_00007119	1	1	1
GC_00007120	1	1	1
GC_00007121	1	1	1
GC_00007122	1	1	1
GC_00007123	1	1	1
GC_00007124	1	1	1
GC_00007125	1	1	1
GC_00007126	1	1	1
GC_00007127	1	1	1
GC_00007128	1	1	1
GC_00007129	1	1	1
GC_00007130	1	1	1
GC_00007131	1	1	1
GC_00007132	1	1	1
GC_00007133	1	1	1
GC_00007134	1	1	1
GC_00007135	1	1	1
GC_00007136	1	1	1
GC_00007137	1	1	1
GC_00007138	1	1	1
GC_00007139	1	1	1
GC_00007140	1	1	1
GC_00007141	1	1	1
GC_00007142	1	1	1
GC_00007143	1	1	1
GC_00007144	1	1	1
GC_00007145	1	1	1
GC_00007146	1	1	1
GC_00007147	1	1	1
GC_00007148	1	1	1
GC_00007149	1	1	1
GC_00007150	1	1	1
GC_00007151	1	1	1
GC_00007152	1	1	1
GC_00007153	1	1	1
GC_00007154	1	1	1
GC_00007155	1	1	1
GC_00007156	1	1	1
GC_00007157	1	1	1
GC_00007158	1	1	1
GC_00007159	1	1	1
GC_00007160	1	1	1
GC_00007161	1	1	1
GC_00007162	1	1	1
GC_00007163	1	1	1
GC_00007164	1	1	1
GC_00007165	1	1	1
GC_00007166	1	1	1
GC_00007167	1	1	1
GC_00007168	1	1	1
GC_00007169	1	1	1
GC_00007170	1	1	1
GC_00007171	1	1	1
GC_00007172	1	1	1
GC_00007173	1	1	1
GC_00007174	1	1	1
GC_00007175	1	1	1
GC_00007176	1	1	1
GC_00007177	1	1	1
GC_00007178	1	1	1
GC_00007179	1	1	1
GC_00007180	1	1	1
GC_00007181	1	1	1
GC_00007182	1	1	1
GC_00007183	1	1	1
GC_00007184	1	1	1
GC_00007185	1	1	1
GC_00007186	1	1	1
GC_00007187	1	1	1
GC_00007188	1	1	1
GC_00007189	1	1	1
GC_00007190	1	1	1
GC_00007191	1	1	1
GC_00007192	1	1	1
GC_00007193	1	1	1
GC_00007194	1	1	1
GC_00007195	1	1	1
GC_00007196	1	1	1
GC_00007197	1	1	1
GC_00007198	1	1	1
GC_00007199	1	1	1
GC_00007200	1	1	1
GC_00007201	1	1	1
GC_00007202	1	1	1
GC_00007203	1	1	1
GC_00007204	1	1	1
GC_00007205	1	1	1
GC_00007206	1	1	1
GC_00007207	1	1	1
GC_00007208	1	1	1
GC_00007209	1	1	1
GC_00007210	1	1	1
GC_00007211	1	1	1
GC_00007212	1	1	1
GC_00007213	1	1	1
GC_00007214	1	1	1
GC_00007215	1	1	1
GC_00007216	1	1	1
GC_00007217	1	1	1
GC_00007218	1	1	1
GC_00007219	1	1	1
GC_00007220	1	1	1
GC_00007221	1	1	1
GC_00007222	1	1	1
GC_00007223	1	1	1
GC_00007224	1	1	1
GC_00007225	1	1	1
GC_00007226	1	1	1
GC_00007227	1	1	1
GC_00007228	1	1	1
GC_00007229	1	1	1
GC_00007230	1	1	1
GC_00007231	1	1	1
GC_00007232	1	1	1
GC_00007233	1	1	1
GC_00007234	1	1	1
GC_00007235	1	1	1
GC_00007236	1	1	1
GC_00007237	1	1	1
GC_00007238	1	1	1
GC_00007239	1	1	1
GC_00007240	1	1	1
GC_00007241	1	1	1
GC_00007242	1	1	1
GC_00007243	1	1	1
GC_00007244	1	1	1
GC_00007245	1	1	1
GC_00007246	1	1	1
GC_00007247	1	1	1
GC_00007248	1	1	1
GC_00007249	1	1	1
GC_00007250	1	1	1
GC_00007251	1	1	1
GC_00007252	1	1	1
GC_00007253	1	1	1
GC_00007254	1	1	1
GC_00007255	1	1	1
GC_00007256	1	1	1
GC_00007257	1	1	1
GC_00007258	1	1	1
GC_00007259	1	1	1
GC_00007260	1	1	1
GC_00007261	1	1	1
GC_00007262	1	1	1
GC_00007263	1	1	1
GC_00007264	1	1	1
GC_00007265	1	1	1
GC_00007266	1	1	1
GC_00007267	1	1	1
GC_00007268	1	1	1
GC_00007269	1	1	1
GC_00007270	1	1	1
GC_00007271	1	1	1
GC_00007272	1	1	1
GC_00007273	1	1	1
GC_00007274	1	1	1
GC_00007275	1	1	1
GC_00007276	1	1	1
GC_00007277	1	1	1
GC_00007278	1	1	1
GC_00007279	1	1	1
GC_00007280	1	1	1
GC_00007281	1	1	1
GC_00007282	1	1	1
GC_00007283	1	1	1
GC_00007284	1	1	1
GC_00007285	1	1	1
GC_00007286	1	1	1
GC_00007287	1	1	1
GC_00007288	1	1	1
GC_00007289	1	1	1
GC_00007290	1	1	1
GC_00007291	1	1	1
GC_00007292	1	1	1
GC_00007293	1	1	1
GC_00007294	1	1	1
GC_00007295	1	1	1
GC_00007296	1	1	1
GC_00007297	1	1	1
GC_00007298	1	1	1
GC_00007299	1	1	1
GC_00007300	1	1	1
GC_00007301	1	1	1
GC_00007302	1	1	1
GC_00007303	1	1	1
GC_00007304	1	1	1
GC_00007305	1	1	1
GC_00007306	1	1	1
GC_00007307	1	1	1
GC_00007308	1	1	1
GC_00007309	1	1	1
GC_00007310	1	1	1
GC_00007311	1	1	1
GC_00007312	1	1	1
GC_00007313	1	1	1
GC_00007314	1	1	1
GC_00007315	1	1	1
GC_00007316	1	1	1
GC_00007317	1	1	1
GC_00007318	1	1	1
GC_00007319	1	1	1
GC_00007320	1	1	1
GC_00007321	1	1	1
GC_00007322	1	1	1
GC_00007323	1	1	1
GC_00007324	1	1	1
GC_00007325	1	1	1
GC_00007326	1	1	1
GC_00007327	1	1	1
GC_00007328	1	1	1
GC_00007329	1	1	1
GC_00007330	1	1	1
GC_00007331	1	1	1
GC_00007332	1	1	1
GC_00007333	1	1	1
GC_00007334	1	1	1
GC_00007335	1	1	1
GC_00007336	1	1	1
GC_00007337	1	1	1
GC_00007338	1	1	1
GC_00007339	1	1	1
GC_00007340	1	1	1
GC_00007341	1	1	1
GC_00007342	1	1	1
GC_00007343	1	1	1
GC_00007344	1	1	1
GC_00007345	1	1	1
GC_00007346	1	1	1
GC_00007347	1	1	1
GC_00007348	1	1	1
GC_00007349	1	1	1
GC_00007350	1	1	1
GC_00007351	1	1	1
GC_00007352	1	1	1
GC_00007353	1	1	1
GC_00007354	1	1	1
GC_00007355	1	1	1
GC_00007356	1	1	1
GC_00007357	1	1	1
GC_00007358	1	1	1
GC_00007359	1	1	1
GC_00007360	1	1	1
GC_00007361	1	1	1
GC_00007362	1	1	1
GC_00007363	1	1	1
GC_00007364	1	1	1
GC_00007365	1	1	1
GC_00007366	1	1	1
GC_00007367	1	1	1
GC_00007368	1	1	1
GC_00007369	1	1	1
GC_00007370	1	1	1
GC_00007371	1	1	1
GC_00007372	1	1	1
GC_00007373	1	1	1
GC_00007374	1	1	1
GC_00007375	1	1	1
GC_00007376	1	1	1
GC_00007377	1	1	1
GC_00007378	1	1	1
GC_00007379	1	1	1
GC_00007380	1	1	1
GC_00007381	1	1	1
GC_00007382	1	1	1
GC_00007383	1	1	1
GC_00007384	1	1	1
GC_00007385	1	1	1
GC_00007386	1	1	1
GC_00007387	1	1	1
GC_00007388	1	1	1
GC_00007389	1	1	1
GC_00007390	1	1	1
GC_00007391	1	1	1
GC_00007392	1	1	1
GC_00007393	1	1	1
GC_00007394	1	1	1
GC_00007395	1	1	1
GC_00007396	1	1	1
GC_00007397	1	1	1
GC_00007398	1	1	1
GC_00007399	1	1	1
GC_00007400	1	1	1
GC_00007401	1	1	1
GC_00007402	1	1	1
GC_00007403	1	1	1
GC_00007404	1	1	1
GC_00007405	1	1	1
GC_00007406	1	1	1
GC_00007407	1	1	1
GC_00007408	1	1	1
GC_00007409	1	1	1
GC_00007410	1	1	1
GC_00007411	1	1	1
GC_00007412	1	1	1
GC_00007413	1	1	1
GC_00007414	1	1	1
GC_00007415	1	1	1
GC_00007416	1	1	1
GC_00007417	1	1	1
GC_00007418	1	1	1
GC_00007419	1	1	1
GC_00007420	1	1	1
GC_00007421	1	1	1
GC_00007422	1	1	1
GC_00007423	1	1	1
GC_00007424	1	1	1
GC_00007425	1	1	1
GC_00007426	1	1	1
GC_00007427	1	1	1
GC_00007428	1	1	1
GC_00007429	1	1	1
GC_00007430	1	1	1
GC_00007431	1	1	1
GC_00007432	1	1	1
GC_00007433	1	1	1
GC_00007434	1	1	1
GC_00007435	1	1	1
GC_00007436	1	1	1
GC_00007437	1	1	1
GC_00007438	1	1	1
GC_00007439	1	1	1
GC_00007440	1	1	1
GC_00007441	1	1	1
GC_00007442	1	1	1
GC_00007443	1	1	1
GC_00007444	1	1	1
GC_00007445	1	1	1
GC_00007446	1	1	1
GC_00007447	1	1	1
GC_00007448	1	1	1
GC_00007449	1	1	1
GC_00007450	1	1	1
GC_00007451	1	1	1
GC_00007452	1	1	1
GC_00007453	1	1	1
GC_00007454	1	1	1
GC_00007455	1	1	1
GC_00007456	1	1	1
GC_00007457	1	1	1
GC_00007458	1	1	1
GC_00007459	1	1	1
GC_00007460	1	1	1
GC_00007461	1	1	1
GC_00007462	1	1	1
GC_00007463	1	1	1
GC_00007464	1	1	1
GC_00007465	1	1	1
GC_00007466	1	1	1
GC_00007467	1	1	1
GC_00007468	1	1	1
GC_00007469	1	1	1
GC_00007470	1	1	1
GC_00007471	1	1	1
GC_00007472	1	1	1
GC_00007473	1	1	1
GC_00007474	1	1	1
GC_00007475	1	1	1
GC_00007476	1	1	1
GC_00007477	1	1	1
GC_00007478	1	1	1
GC_00007479	1	1	1
GC_00007480	1	1	1
GC_00007481	1	1	1
GC_00007482	1	1	1
GC_00007483	1	1	1
GC_00007484	1	1	1
GC_00007485	1	1	1
GC_00007486	1	1	1
GC_00007487	1	1	1
GC_00007488	1	1	1
GC_00007489	1	1	1
GC_00007490	1	1	1
GC_00007491	1	1	1
GC_00007492	1	1	1
GC_00007493	1	1	1
GC_00007494	1	1	1
GC_00007495	1	1	1
GC_00007496	1	1	1
GC_00007497	1	1	1
GC_00007498	1	1	1
GC_00007499	1	1	1
GC_00007500	1	1	1
GC_00007501	1	1	1
GC_00007502	1	1	1
GC_00007503	1	1	1
GC_00007504	1	1	1
GC_00007505	1	1	1
GC_00007506	1	1	1
GC_00007507	1	1	1
GC_00007508	1	1	1
